,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82
38,335,414,513,816,341,315,615,822,814,837,616,569,760,504,582,688,967,346,281,696,581,998,432,451,636,536,330,490,554,1058,428,553,328,766,844,838,452,,975,133,656,302,610,335,824,254,663,823,679,79,128,482,685,618,453,767,544,202,897,267,606,574,468,625,895,197,580,155,575,303,242,680,832,598,857,960,721,529,393,356,550
39,1159,1391,659,1617,883,662,924,1492,682,434,457,1547,1738,471,803,443,245,704,820,716,1558,67,1409,1252,1438,532,1307,1133,1295,2035,1355,804,1152,209,560,1640,718,975,,842,321,885,562,1312,570,1232,1640,780,1656,935,1015,1091,1344,357,944,1744,898,1101,124,992,1265,1375,1446,656,1850,874,538,891,1335,998,733,1657,1809,625,1602,1761,387,605,1370,1249,425
40,376,549,425,940,312,183,568,941,765,706,483,704,895,371,536,555,834,214,221,646,715,866,566,575,760,403,464,582,678,1193,562,507,369,634,756,962,319,133,842,,523,255,482,469,736,389,797,773,814,92,173,540,793,486,393,902,490,326,765,332,714,698,603,537,1029,113,447,108,699,320,109,815,967,466,981,1084,588,397,528,466,418
41,840,1072,340,1298,563,342,605,1173,569,280,138,1227,1418,152,483,131,398,385,501,539,1239,345,1090,933,1118,213,988,814,976,1716,1036,485,833,113,453,1321,399,656,321,523,,566,243,993,417,912,1321,666,1337,616,696,772,1025,37,625,1425,578,782,243,673,946,1056,1126,381,1531,555,218,572,1015,679,414,1338,1490,306,1282,1442,65,286,1051,929,106
42,357,695,226,1111,509,259,271,1117,527,550,433,875,1066,455,295,504,741,354,419,409,887,908,738,746,932,337,574,779,850,1265,553,266,350,676,557,1134,460,302,885,255,566,,323,641,537,555,906,536,985,223,240,737,990,528,590,1073,630,498,807,559,911,869,712,338,1201,368,531,147,871,118,249,986,1076,550,1153,1255,572,481,609,446,501
43,675,1012,97,1377,652,312,361,1281,414,227,110,1183,1374,321,240,182,419,455,561,296,1195,586,1046,1012,1197,79,891,922,1084,1582,871,242,668,354,334,1399,567,610,562,482,243,323,,948,314,868,1224,423,1293,531,558,880,1133,206,733,1381,747,763,484,702,1054,1135,1030,138,1509,536,387,455,1136,436,395,1294,1393,475,1418,1521,249,454,927,764,274
44,396,186,852,593,457,652,953,605,1153,1176,953,235,426,840,921,1024,1304,683,524,1034,246,1335,97,361,411,872,241,532,491,724,375,892,467,1103,1183,615,711,335,1312,469,993,641,948,,1163,222,341,1162,344,418,467,562,654,955,586,433,711,244,1234,348,584,233,269,964,560,464,916,494,489,642,578,346,539,892,640,734,1058,826,304,304,887
45,889,1227,311,1631,906,566,427,1535,152,138,393,1398,1589,569,368,288,328,709,815,206,1409,556,1260,1266,1451,392,1106,1176,1338,1797,1085,370,882,529,37,1653,816,824,570,736,417,537,314,1163,,1083,1438,251,1507,745,772,1134,1387,455,987,1596,985,1017,506,956,1308,1389,1244,195,1723,790,636,669,1390,650,649,1508,1608,723,1672,1775,354,703,1141,978,523
46,197,162,772,815,500,572,747,827,1073,1096,873,457,562,760,841,944,1224,603,538,954,358,1255,319,575,633,792,78,614,678,769,176,812,268,1023,1103,837,709,254,1232,389,912,555,868,222,1083,,411,1056,566,338,386,605,809,875,629,536,754,326,1154,391,730,455,217,884,721,453,836,414,699,490,498,450,580,855,862,898,978,786,141,105,807
47,549,294,1127,518,798,980,1099,604,1428,1451,1281,236,281,1168,1196,1352,1632,1011,865,1310,94,1663,247,501,410,1200,333,772,611,387,527,1167,619,1431,1458,615,1051,663,1640,797,1321,906,1224,341,1438,411,,1408,362,746,756,815,659,1283,927,234,1052,585,1562,688,704,374,188,1239,440,805,1244,817,535,841,906,148,198,1232,639,616,1386,1167,388,456,1215
48,858,1196,348,1632,943,604,309,1572,98,389,533,1397,1588,743,240,539,547,746,853,150,1408,766,1259,1267,1453,482,1075,1213,1375,1766,1055,269,778,776,226,1655,852,823,780,773,666,536,423,1162,251,1056,1408,,1506,744,771,1171,1424,629,1024,1594,1022,1019,716,993,1345,1390,1213,280,1722,827,810,668,1392,649,687,1507,1577,865,1674,1776,605,796,1110,948,697
49,741,445,1196,246,751,997,1298,464,1497,1520,1297,111,81,1185,1265,1369,1648,1027,869,1379,249,1679,251,381,270,1217,586,632,471,379,719,1236,811,1447,1527,347,1001,679,1656,814,1337,985,1293,344,1507,566,362,1506,,762,811,675,519,1299,828,177,969,589,1578,692,564,254,426,1308,216,809,1217,838,395,986,923,214,273,1182,403,390,1402,1117,624,648,1231
50,287,497,434,888,355,275,536,894,735,758,576,652,843,463,503,648,927,306,295,617,664,958,515,523,709,496,413,562,627,1141,483,474,280,726,765,911,412,79,935,92,616,223,531,418,745,338,746,744,762,,80,614,758,578,467,850,582,275,857,339,679,646,552,546,978,205,540,76,648,256,201,763,915,558,930,1032,681,489,476,376,510
51,207,544,461,937,435,337,541,943,762,785,635,701,892,544,530,706,986,386,375,643,713,1039,564,572,757,555,423,611,676,1115,403,501,200,807,792,960,492,128,1015,173,696,240,558,467,772,386,756,771,811,80,,603,806,659,546,899,663,324,937,388,728,695,562,573,1027,286,620,113,696,175,282,812,926,639,978,1081,761,570,459,296,590
52,707,728,823,584,278,558,1050,402,1162,1053,835,582,756,620,988,891,1170,480,319,1044,720,1114,601,340,405,801,681,43,205,1012,779,951,777,882,1154,607,443,482,1091,540,772,737,880,562,1134,605,815,1171,675,614,603,,254,734,147,851,307,307,1013,215,175,463,811,935,817,427,656,648,280,848,488,774,947,623,511,728,837,555,744,707,666
53,911,760,1076,429,531,811,1303,148,1416,1306,1088,426,600,873,1242,1144,1423,733,572,1297,564,1368,560,299,249,1054,884,211,164,857,982,1204,981,1135,1407,344,696,685,1344,793,1025,990,1133,654,1387,809,659,1424,519,758,806,254,,988,400,696,561,487,1266,468,79,422,741,1188,661,680,909,834,239,982,741,618,792,876,257,477,1090,808,948,911,919
54,803,1035,302,1261,526,305,567,1136,620,318,100,1190,1381,115,446,156,436,347,463,501,1201,380,1052,896,1081,176,950,777,939,1679,999,448,796,148,491,1283,361,618,357,486,37,528,206,955,455,875,1283,629,1299,578,659,734,988,,588,1388,541,745,279,636,909,1019,1089,344,1493,517,181,535,978,642,377,1301,1453,269,1245,1405,103,249,1014,892,68
55,753,752,676,731,131,412,903,548,1016,906,688,718,909,473,842,744,1023,333,172,897,832,968,664,451,551,654,705,189,351,1158,802,804,746,736,1007,753,296,453,944,393,625,590,733,586,987,629,927,1024,828,467,546,147,400,588,,1019,161,350,866,241,321,575,835,788,963,280,509,501,426,702,341,932,1125,476,657,875,690,408,768,731,519
56,714,374,1285,333,890,1085,1265,640,1586,1609,1385,287,95,1273,1353,1457,1736,1116,957,1467,187,1768,339,558,447,1305,499,808,647,290,693,1325,785,1536,1616,547,1144,767,1744,902,1425,1073,1381,433,1596,536,234,1594,177,850,899,851,696,1388,1019,,1144,677,1666,780,741,431,354,1396,254,897,1349,926,571,1007,1011,86,100,1324,579,431,1490,1259,553,622,1320
57,866,877,674,891,256,407,961,709,1014,859,641,859,1050,426,840,697,977,276,265,895,957,921,789,593,712,652,829,350,512,1319,927,802,859,689,1005,914,181,544,898,490,578,630,747,711,985,754,1052,1022,969,582,663,307,561,541,161,1144,,474,820,365,482,716,960,786,1124,371,393,599,587,742,381,1057,1250,360,818,1035,644,292,893,856,473
58,428,410,706,618,221,442,811,624,1010,987,765,479,670,630,778,836,1116,442,287,891,490,1125,322,253,438,684,402,292,356,968,499,749,498,893,1037,640,474,202,1101,326,782,498,763,244,1017,326,585,1019,589,275,324,307,487,745,350,677,474,,1023,111,408,376,493,818,804,228,690,351,377,499,371,590,783,655,659,762,847,590,465,428,676
59,1081,1313,581,1539,805,584,846,1414,617,369,379,1469,1660,394,725,379,181,626,742,652,1480,148,1331,1174,1360,454,1229,1055,1217,1957,1278,726,1074,131,496,1562,640,897,124,765,243,807,484,1234,506,1154,1562,716,1578,857,937,1013,1266,279,866,1666,820,1023,,914,1187,1297,1368,592,1772,796,460,813,1257,920,655,1579,1731,548,1524,1683,309,527,1292,1171,347
60,492,513,645,674,112,380,872,616,984,926,703,582,773,521,810,775,1054,333,178,866,594,1016,426,309,494,623,466,257,370,1071,564,772,562,784,976,696,365,267,992,332,673,559,702,348,956,391,688,993,692,339,388,215,468,636,241,780,365,111,914,,389,432,596,757,907,219,581,415,391,563,309,693,886,546,715,818,738,481,529,492,567
61,832,770,997,474,452,733,1224,227,1337,1227,1009,471,646,794,1163,1065,1344,654,493,1218,610,1289,491,229,294,975,806,132,94,902,903,1125,902,1057,1328,422,617,606,1265,714,946,911,1054,584,1308,730,704,1345,564,679,728,175,79,909,321,741,482,408,1187,389,,352,796,1109,707,601,830,755,169,903,662,663,837,797,336,556,1011,729,869,832,840
62,630,419,1078,418,498,813,1182,424,1382,1337,1119,145,336,904,1150,1175,1454,743,589,1263,280,1399,140,128,239,1056,475,420,259,633,609,1121,700,1167,1409,441,748,574,1375,698,1056,869,1135,233,1389,455,374,1390,254,646,695,463,422,1019,575,431,716,376,1297,432,352,,445,1190,470,599,964,722,256,870,743,340,527,929,460,562,1121,864,538,537,950
63,354,111,933,618,706,786,905,686,1234,1257,1087,318,381,974,1002,1158,1438,817,752,1116,177,1469,318,573,492,1006,139,781,703,546,333,973,425,1237,1264,697,923,468,1446,603,1126,712,1030,269,1244,217,188,1213,426,552,562,811,741,1089,835,354,960,493,1368,596,796,445,,1045,540,667,1050,623,617,647,712,268,357,1069,721,716,1192,1000,193,262,1021
64,690,1027,112,1432,707,367,290,1336,272,224,249,1199,1390,459,169,320,418,510,616,153,1210,642,1061,1067,1252,217,906,977,1139,1598,886,170,683,492,215,1454,615,625,656,537,381,338,138,964,195,884,1239,280,1308,546,573,935,1188,344,788,1396,786,818,592,757,1109,1190,1045,,1524,591,525,470,1191,451,450,1309,1409,629,1473,1576,387,560,942,779,412
65,900,559,1412,233,972,1212,1450,558,1713,1736,1513,327,159,1378,1481,1585,1864,1218,1063,1594,363,1873,466,603,415,1433,684,774,613,195,878,1452,970,1641,1743,357,1223,895,1850,1029,1531,1201,1509,560,1723,721,440,1722,216,978,1027,817,661,1493,963,254,1124,804,1772,907,707,470,540,1524,,1024,1438,1054,537,1202,1138,292,350,1403,444,222,1596,1338,739,807,1425
